Date,Open,High,Low,Close,Volume,MA_10,MA_50,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Return,MA_200,MACD,Signal_Line,ADX,ATR,Sentiment_Proxy,RSI_Lag_1,MACD_Lag_1,ADX_Lag_1,RSI_Lag_2,MACD_Lag_2,ADX_Lag_2,RSI_Lag_3,MACD_Lag_3,ADX_Lag_3,Target
2020-12-30,167.0500030517578,167.10499572753906,164.12350463867188,164.29249572753906,64186000,161.70580291748047,158.61579040527343,72.38992925259322,159.6837257385254,165.547676863614,153.8197746134368,-0.010882060864285004,143.5093271255493,1.423987887269334,0.7566641855430084,14.737063126971558,3.1067123413085938,1.018166143206795,66.34808450781918,1.2474649612422013,12.4770827272538,64.85937905014256,0.8199751524864496,11.047395454814554,51.593906695187535,0.4560747964963241,9.274572382885236,0
2020-12-31,163.75,164.14599609375,162.05999755859375,162.84649658203125,59144000,161.78565216064453,158.65571044921876,67.996565662276,159.81722564697264,165.84762204271402,153.78682925123127,-0.008801370623195415,143.86605960845947,1.430711183662936,0.8914735851669939,16.40436016397734,3.0301055908203125,1.0128717670404879,72.38992925259322,1.423987887269334,14.737063126971558,66.34808450781918,1.2474649612422013,12.4770827272538,64.85937905014256,0.8199751524864496,11.047395454814554,0
2021-01-04,163.5,163.60000610351562,157.2010040283203,159.3314971923828,88228000,161.53840179443358,158.65740051269532,57.20500878140197,159.81697540283204,165.84745620766805,153.78649459799604,-0.021584740620304466,144.19248458862305,1.139275510909215,0.9410339703154382,15.89191288025638,3.323427472795759,1.0407058600849808,67.996565662276,1.430711183662936,16.40436016397734,72.38992925259322,1.423987887269334,14.737063126971558,66.34808450781918,1.2474649612422013,12.4770827272538,0
2021-01-05,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,53110000,161.6227020263672,158.69951049804686,56.42972246862061,159.95680084228516,165.95206860683717,153.96153307773315,0.010004358381754175,144.53558963775635,1.0251169671276443,0.9578505696778795,15.808150265821613,3.267248971121652,1.0184261925903184,57.20500878140197,1.139275510909215,15.89191288025638,67.996565662276,1.430711183662936,16.40436016397734,72.38992925259322,1.423987887269334,14.737063126971558,0
2021-01-06,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,87896000,161.28370208740233,158.63349060058593,47.57149485230412,159.90775146484376,165.989302387221,153.82620054246652,-0.024896614147709384,144.84447715759276,0.6043874108758587,0.8871579379174754,15.764849161668739,3.372035435267857,1.0211902611892476,56.42972246862061,1.0251169671276443,15.808150265821613,57.20500878140197,1.139275510909215,15.89191288025638,67.996565662276,1.430711183662936,16.40436016397734,0
2021-01-07,157.85000610351562,160.427001953125,157.75,158.10800170898438,70290000,161.06190185546876,158.58861053466796,42.0959704178962,159.86992645263672,165.9880979667415,153.75175493853197,0.0075771277744003385,145.1499921798706,0.362717019150665,0.7822697541641134,16.664095291562088,3.3250350952148438,1.0169699014461173,47.57149485230412,0.6043874108758587,15.764849161668739,56.42972246862061,1.0251169671276443,15.808150265821613,57.20500878140197,1.139275510909215,15.89191288025638,0
2021-01-08,159.0,159.53199768066406,157.11000061035156,159.13499450683594,70754000,161.0490509033203,158.48498046875,44.80879474148441,160.06617584228516,165.7943537328897,154.33799795168062,0.006495514374673217,145.47420715332032,0.25116594376265766,0.6760489920838223,18.110550084024887,3.3462132045200894,1.0154159319006006,42.0959704178962,0.362717019150665,16.664095291562088,47.57149485230412,0.6043874108758587,15.764849161668739,56.42972246862061,1.0251169671276443,15.808150265821613,0
2021-01-11,157.40049743652344,157.81900024414062,155.5,155.7104949951172,73668000,160.75664978027345,158.43641021728516,42.024792606307706,160.09797592163085,165.71546630462095,154.48048553864072,-0.021519462280005563,145.7638871383667,-0.11227336061023152,0.5183845215450116,19.239716596951705,3.327927725655692,1.014913184849779,44.80879474148441,0.25116594376265766,18.110550084024887,42.0959704178962,0.362717019150665,16.664095291562088,47.57149485230412,0.6043874108758587,15.764849161668739,1
2021-01-12,156.0,157.10699462890625,154.3000030517578,156.04150390625,70292000,159.94100036621094,158.3462301635742,42.24499789539766,160.10900115966797,165.6919063685653,154.52609595077064,0.002125797051401035,146.06906967163087,-0.36933451658853755,0.3408407139183018,20.59860379345515,3.3106776646205356,1.0181917791421358,42.024792606307706,-0.11227336061023152,19.239716596951705,44.80879474148441,0.25116594376265766,18.110550084024887,42.0959704178962,0.362717019150665,16.664095291562088,0
2021-01-13,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,66424000,159.16044921875,158.4759701538086,46.58575627689797,160.13130111694335,165.67964458695164,154.58295764693506,0.014438406874172749,146.36955463409424,-0.3868010111563649,0.19531236890336845,21.050269708535915,3.4078194754464284,1.0217386714461325,42.24499789539766,-0.36933451658853755,20.59860379345515,42.024792606307706,-0.11227336061023152,19.239716596951705,44.80879474148441,0.25116594376265766,18.110550084024887,0
2021-01-14,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,61418000,158.3685501098633,158.5989602661133,45.27916625747574,160.03717651367188,165.77993628307468,154.29441674426909,-0.012135545173177387,146.66399215698243,-0.5493189646836925,0.04638610218595628,21.522385400135438,3.5201405116489957,1.0183971540305563,46.58575627689797,-0.3868010111563649,21.050269708535915,42.24499789539766,-0.36933451658853755,20.59860379345515,42.024792606307706,-0.11227336061023152,19.239716596951705,1
2021-01-15,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,84880000,157.6051498413086,158.6548001098633,44.50561700305313,159.69540100097657,165.7399644731525,153.65083752880065,-0.007424600125642833,146.96312961578369,-0.7630040420128239,-0.11549192665379976,22.296495121412395,3.571497235979353,1.0153077427668191,45.27916625747574,-0.5493189646836925,21.522385400135438,46.58575627689797,-0.3868010111563649,21.050269708535915,42.24499789539766,-0.36933451658853755,20.59860379345515,1
2021-01-19,155.35000610351562,157.25,154.8000030517578,156.03799438476562,66102000,157.2757995605469,158.53440002441403,34.54721246824339,159.40710067749023,165.5769362845664,153.23726507041405,0.005318518294228358,147.26361209869384,-0.8558740318293303,-0.2635683476889059,23.274769558500548,3.277533394949777,1.0158268533588015,44.50561700305313,-0.7630040420128239,22.296495121412395,45.27916625747574,-0.5493189646836925,21.522385400135438,46.58575627689797,-0.3868010111563649,21.050269708535915,1
2021-01-20,159.09950256347656,163.99000549316406,158.75,163.16900634765625,106196000,157.50014953613282,158.47578002929689,45.367036558940605,159.56142578125,165.95281931580314,153.17003224669685,0.04570048462239673,147.60280963897705,-0.3500262144825399,-0.28085992104763274,21.30358089640751,3.597570146833147,1.0330079086183563,34.54721246824339,-0.8558740318293303,23.274769558500548,44.50561700305313,-0.7630040420128239,22.296495121412395,45.27916625747574,-0.5493189646836925,21.522385400135438,1
2021-01-21,164.64999389648438,167.42750549316406,164.47850036621094,165.34950256347656,98722000,158.34319915771485,158.47140014648437,51.6513149112268,159.8134506225586,166.70676859796484,152.92013264715237,0.013363421550624865,147.93015964508058,0.2242249213330183,-0.17984295257150254,17.408363461163386,3.6887850080217635,1.017929426158356,45.367036558940605,-0.3500262144825399,21.30358089640751,34.54721246824339,-0.8558740318293303,23.274769558500548,44.50561700305313,-0.7630040420128239,22.296495121412395,1
2021-01-22,165.2154998779297,166.0955047607422,164.1580047607422,164.6114959716797,56438000,158.99354858398436,158.61989013671874,52.819756996432616,160.02772521972656,167.24685130025827,152.80859913919485,-0.00446331304512726,148.2503171157837,0.612709189406047,-0.021332524175992615,14.709188976682025,3.6677137102399553,1.0118026531988122,51.6513149112268,0.2242249213330183,17.408363461163386,45.367036558940605,-0.3500262144825399,21.30358089640751,34.54721246824339,-0.8558740318293303,23.274769558500548,0
